 | 116  | Bastiodon          |  0.98150% | 1870   |  0.982% | 1598   |  1.058% | 
 | 117  | Zebstrika          |  0.96733% | 1843   |  0.967% | 1421   |  0.941% | 
 | 118  | Beheeyem           |  0.96681% | 1842   |  0.967% | 1386   |  0.918% | 
 | 119  | Regigigas          |  0.96576% | 1840   |  0.966% | 1468   |  0.972% | 
 | 120  | Frogadier          |  0.93846% | 1788   |  0.938% | 1383   |  0.916% | 
 | 121  | Jumpluff           |  0.93741% | 1786   |  0.937% | 1439   |  0.953% | 
 | 122  | Prinplup           |  0.93374% | 1779   |  0.934% | 1555   |  1.029% | 
 | 123  | Carbink            |  0.92534% | 1763   |  0.925% | 1555   |  1.029% | 
 | 124  | Glaceon            |  0.91222% | 1738   |  0.912% | 1265   |  0.837% | 
 | 125  | Dodrio             |  0.88913% | 1694   |  0.889% | 1276   |  0.845% | 
 | 126  | Pelipper           |  0.87601% | 1669   |  0.876% | 1409   |  0.933% | 
 | 127  | Piloswine          |  0.87548% | 1668   |  0.875% | 1441   |  0.954% | 
 | 128  | Victreebel         |  0.85816% | 1635   |  0.858% | 1318   |  0.873% | 
 | 129  | Relicanth          |  0.84294% | 1606   |  0.843% | 1232   |  0.816% | 
 | 130  | Grumpig            |  0.84294% | 1606   |  0.843% | 1281   |  0.848% | 
 | 131  | Sawsbuck           |  0.74269% | 1415   |  0.743% | 1096   |  0.726% | 
 | 132  | Gigalith           |  0.73324% | 1397   |  0.733% | 1197   |  0.792% | 
 | 133  | Rotom-Frost        |  0.73219% | 1395   |  0.732% | 1136   |  0.752% | 
 | 134  | Dedenne            |  0.72589% | 1383   |  0.726% | 1067   |  0.706% | 
 | 135  | Huntail            |  0.71854% | 1369   |  0.719% | 1056   |  0.699% | 
 | 136  | Swanna             |  0.71382% | 1360   |  0.714% | 1083   |  0.717% | 
 | 137  | Tropius            |  0.71120% | 1355   |  0.711% | 1030   |  0.682% | 
 | 138  | Volbeat            |  0.69860% | 1331   |  0.699% | 1182   |  0.783% | 
 | 139  | Mightyena          |  0.67078% | 1278   |  0.671% | 930    |  0.616% | 
 | 140  | Wigglytuff         |  0.67026% | 1277   |  0.670% | 970    |  0.642% | 
 | 141  | Butterfree         |  0.64821% | 1235   |  0.648% | 940    |  0.622% | 
 | 142  | Hypno              |  0.63614% | 1212   |  0.636% | 914    |  0.605% | 
 | 143  | Hippopotas         |  0.63142% | 1203   |  0.631% | 1121   |  0.742% | 
 | 144  | Wartortle          |  0.62774% | 1196   |  0.628% | 974    |  0.645% | 
 | 145  | Purugly            |  0.61252% | 1167   |  0.613% | 988    |  0.654% | 
 | 146  | Emolga             |  0.59992% | 1143   |  0.600% | 936    |  0.620% | 
 | 147  | Dragonair          |  0.58418% | 1113   |  0.584% | 869    |  0.575% | 
 | 148  | Heatmor            |  0.57945% | 1104   |  0.579% | 873    |  0.578% | 
 | 149  | Masquerain         |  0.57788% | 1101   |  0.578% | 945    |  0.626% | 
 | 150  | Walrein            |  0.57368% | 1093   |  0.574% | 857    |  0.567% | 
 | 151  | Octillery          |  0.55164% | 1051   |  0.552% | 772    |  0.511% | 
 | 152  | Politoed           |  0.55164% | 1051   |  0.552% | 866    |  0.573% | 
 | 153  | Sliggoo            |  0.54954% | 1047   |  0.550% | 806    |  0.534% | 
 | 154  | Roselia            |  0.54586% | 1040   |  0.546% | 872    |  0.577% | 
 | 155  | Whiscash           |  0.52907% | 1008   |  0.529% | 796    |  0.527% | 
 | 156  | Machoke            |  0.51909% | 989    |  0.519% | 803    |  0.532% | 
 | 157  | Seviper            |  0.51122% | 974    |  0.511% | 706    |  0.467% | 
 | 158  | Murkrow            |  0.51070% | 973    |  0.511% | 763    |  0.505% | 
 | 159  | Misdreavus         |  0.50440% | 961    |  0.504% | 781    |  0.517% | 
 | 160  | Electabuzz         |  0.50335% | 959    |  0.503% | 731    |  0.484% | 
 | 161  | Wailord            |  0.49810% | 949    |  0.498% | 729    |  0.483% | 
 | 162  | Raticate           |  0.47133% | 898    |  0.471% | 681    |  0.451% | 
 | 163  | Noctowl            |  0.45716% | 871    |  0.457% | 691    |  0.457% | 
 | 164  | Magcargo           |  0.45664% | 870    |  0.457% | 721    |  0.477% | 
 | 165  | Lumineon           |  0.43564% | 830    |  0.436% | 683    |  0.452% | 
 | 166  | Beartic            |  0.43249% | 824    |  0.432% | 607    |  0.402% | 
 | 167  | Glalie             |  0.43144% | 822    |  0.431% | 678    |  0.449% | 
 | 168  | Dunsparce          |  0.41202% | 785    |  0.412% | 608    |  0.403% | 
 | 169  | Wobbuffet          |  0.41150% | 784    |  0.411% | 631    |  0.418% | 
 | 170  | Golduck            |  0.41045% | 782    |  0.410% | 609    |  0.403% | 
 | 171  | Girafarig          |  0.40257% | 767    |  0.403% | 602    |  0.399% | 
 | 172  | Vullaby            |  0.39838% | 759    |  0.398% | 659    |  0.436% | 
 | 173  | Simipour           |  0.39785% | 758    |  0.398% | 563    |  0.373% | 
 | 174  | Vigoroth           |  0.38525% | 734    |  0.385% | 546    |  0.361% | 
 | 175  | Stunfisk           |  0.38263% | 729    |  0.383% | 629    |  0.416% | 
 | 176  | Swalot             |  0.38210% | 728    |  0.382% | 576    |  0.381% | 
 | 177  | Simisear           |  0.37948% | 723    |  0.379% | 530    |  0.351% | 
 | 178  | Vespiquen          |  0.37476% | 714    |  0.375% | 521    |  0.345% | 
 | 179  | Gourgeist-Small    |  0.37318% | 711    |  0.373% | 563    |  0.373% | 
 | 180  | Bellossom          |  0.36636% | 698    |  0.366% | 525    |  0.348% | 
 | 181  | Monferno           |  0.34694% | 661    |  0.347% | 579    |  0.383% | 
 | 182  | Bibarel            |  0.34641% | 660    |  0.346% | 489    |  0.324% | 
 | 183  | Metang             |  0.34484% | 657    |  0.345% | 517    |  0.342% | 
 | 184  | Corsola            |  0.33854% | 645    |  0.339% | 534    |  0.354% | 
 | 185  | Fearow             |  0.33224% | 633    |  0.332% | 502    |  0.332% | 
 | 186  | Kricketune         |  0.33172% | 632    |  0.332% | 567    |  0.375% | 
 | 187  | Spinda             |  0.33014% | 629    |  0.330% | 496    |  0.328% | 
 | 188  | Magmar             |  0.32962% | 628    |  0.330% | 482    |  0.319% | 
 | 189  | Unfezant           |  0.32962% | 628    |  0.330% | 502    |  0.332% | 
 | 190  | Maractus           |  0.31335% | 597    |  0.313% | 474    |  0.314% | 
 | 191  | Fraxure            |  0.31177% | 594    |  0.312% | 411    |  0.272% | 
 | 192  | Parasect           |  0.31125% | 593    |  0.311% | 492    |  0.326% | 
 | 193  | Delcatty           |  0.31072% | 592    |  0.311% | 476    |  0.315% | 
 | 194  | Pachirisu          |  0.30547% | 582    |  0.305% | 454    |  0.301% | 
 | 195  | Furret             |  0.30337% | 578    |  0.303% | 490    |  0.324% | 
 | 196  | Wormadam-Trash     |  0.30232% | 576    |  0.302% | 483    |  0.320% | 
 | 197  | Zweilous           |  0.29550% | 563    |  0.296% | 438    |  0.290% | 
 | 198  | Pineco             |  0.29393% | 560    |  0.294% | 525    |  0.348% | 
 | 199  | Dewgong            |  0.29340% | 559    |  0.293% | 439    |  0.291% | 
 | 200  | Sudowoodo          |  0.27608% | 526    |  0.276% | 443    |  0.293% | 
 | 201  | Solrock            |  0.27556% | 525    |  0.276% | 453    |  0.300% | 
 | 202  | Vanilluxe          |  0.27241% | 519    |  0.272% | 391    |  0.259% | 
